relid,release_date,ministry,title,discovered_by_term,discovered_in_round,n_terms,all_matched_terms,url
252631,2024-01-24,Ministry of Heavy Industries & Public Enterprises,MHI invites bids through Global Tender for selection of bidders to set up giga-scale Advanced Chemistry Cell (ACC) manufacturing facilities of cumulative 10 GWh capacity under PLI ACC scheme,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252631
252640,2024-01-24,NITI Aayog,Investment Forum for Advancing Climate Resilient Agrifood Systems in India Launched,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252640
252643,2024-01-24,Ministry of Defence,"MoD inks contract, worth over Rs 1070 cr, with Mazagon Dock Shipbuilders Ltd for 14 Fast Patrol Vessels for Indian Coast Guard",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252643
252660,2024-01-24,"Ministry of Personnel, Public Grievances & Pensions",All Pension Disbursing Authorities to adopt a 100% Saturation Approach for submission of Digital Life Certificate by Central Government Pensioners,digital life certificates,1,1,digital life certificates,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252660
252662,2024-01-24,Ministry of Science & Technology,CSIR-Human Resource Development Centre signs MoUs with four Sector Skill Councils,sector skill councils,1,1,sector skill councils,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252662
252666,2024-01-24,Ministry of Housing and Urban Poverty Alleviation,UNICEF join hands with NIUA to empower young people for urban governance through civic participation on National Youth Day,smart,0,3,smart | chatbot | solutions to address,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252666
252671,2024-01-24,Ministry of Law & Justice,"Vice-President inaugurates pan India campaign 'Hamara Samvidhan, Hamara Samman' to commemorate the 75th Year of India as Republic",Bhashini,1,1,Bhashini,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252671
252673,2024-01-24,Ministry of Home Affairs,Union Home Minister and Minister of Cooperation Shri Amit Shah addresses the 100th birth anniversary celebrations of Jannayak Karpoori Thakur ji in New Delhi today,stick,1,1,stick,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252673
252675,2024-01-24,Ministry of Electronics & IT,"MeitY’s Republic Day Tableau- ready to be launched on India’s 75th Republic Day Parade on January 26, 2024 Over Arching Theme-Viksit Bharat",AI,0,6,AI | artificial intelligence | Bhashini | robot | social good | stick,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252675
252702,2024-01-25,Prime Minister's Office,"PM inaugurates and lays foundation stone for development projects worth over Rs 19,100 crores in Bulandshahr, Uttar Pradesh",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252702
252705,2024-01-25,Ministry of Home Affairs,Union Home Minister and Minister of Cooperation Shri Amit Shah launches e-bus service in Jammu and distributed more than one thousand appointment letters for Jammu & Kashmir Combined Examination-2024 and compassionate appointment through video conferencing from New Delhi today,smart,0,2,smart | Smart City,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252705
252706,2024-01-25,Ministry of Defence,"All arrangements in place for 75th Republic Day parade; Kartavya Path set to be painted with Viksit Bharat’s rich cultural diversity, ‘Aatmanirbhar’ military prowess & growing Nari Shakti",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252706
252707,2024-01-25,Ministry of Rural Development,"Secretary, Ministry of Rural Development, Shri Shailesh Kumar Singh, launched DAY-NRLM’s “SARATHI” app at Krishi Bhawan today",automated,0,2,automated | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252707
252709,2024-01-25,Prime Minister's Office,"English rendering of PM’s address at the launch of various development projects in Bulandshahr, Uttar Pradesh",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252709
252710,2024-01-25,Ministry of Electronics & IT,"“We will soon launch Digital India futureLABS, enabling partnerships between Government, startups & large enterprises in electronics space”: MoS Rajeev Chandrasekhar",compute,1,1,compute,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252710
252718,2024-01-25,Ministry of Defence,"75th Republic Day: President approves Gallantry awards to 80 Armed Forces personnel, including 12 posthumous",image analysis,1,1,image analysis,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252718
252724,2024-01-25,President's Secretariat,ADDRESS TO THE NATION BY THE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF REPUBLIC DAY 2024,artificial intelligence,0,5,artificial intelligence | machine learning | like artificial | first human | gaganyaan mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252724
252766,2024-01-27,Ministry of Science & Technology,CSIR’s Republic Day Tableau highlights the Purple Revolution through Lavender Cultivation in Jammu & Kashmir,unleashing,1,1,unleashing,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252766
252770,2024-01-27,Prime Minister's Office,PM to Inaugurate the Diamond Jubilee celebration of Supreme Court,AI,0,3,AI | artificial intelligence | speech to text,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252770
252772,2024-01-27,Ministry of Petroleum & Natural Gas,Budaun CBG plant to produce 14 Metric tonnes of biogas per day: Petroleum Minister Hardeep S Puri,smart,0,2,smart | cities mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252772
252775,2024-01-27,Ministry of Social Justice & Empowerment,Empowering Persons with Disabilities: DEPwD Conducts 5-Day Training of Trainers Program at Lucknow,foundational skills,1,1,foundational skills,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252775
252776,2024-01-27,Prime Minister's Office,"PM addresses NCC PM Rally at Cariappa Parade Ground, Delhi",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252776
252777,2024-01-27,Prime Minister's Office,"English rendering of PM’s address at the NCC Cadets Rally at Cariappa Parade Ground, New Delhi",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252777
252787,2024-01-28,Prime Minister's Office,PM inaugurates Diamond Jubilee celebration of Supreme Court,AI,0,4,AI | artificial intelligence | Bhashini | speech to text,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252787
252789,2024-01-28,Prime Minister's Office,English rendering of PM’s address at the Diamond Jubilee celebrations of the Supreme Court of India,AI,0,2,AI | Bhashini,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252789
252793,2024-01-28,Vice President's Secretariat,Text of the Vice-President’s speech - Closing Ceremony of the 84th All India Presiding Officers' Conference in Mumbai (Excerpts),artificial intelligence,0,3,artificial intelligence | machine learning | like artificial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252793
252794,2024-01-28,Vice President's Secretariat,VP expresses deep concern over the lack of discipline & decorum in legislatures; says “debates have been reduced to quarrels”,artificial intelligence,0,3,artificial intelligence | machine learning | like artificial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252794
252795,2024-01-28,AYUSH,"100 bedded Yoga & Naturopathy Hospital to come up in Dibrugarh, a first in North East India",ibd,1,1,ibd,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252795
252801,2024-01-29,Ministry of Railways,"Indian Railways witnesses highest ever Capex Utilization in the 9 months during 1st April, 2023 to 31st December, 2023",enhancing the safety,1,1,enhancing the safety,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252801
252819,2024-01-29,Prime Minister's Office,"English rendering of PM’s address during the interaction with students, teachers and parents at “Pariksha Pe Charcha 2024”",AI,0,4,AI | intelligent | smart | Drishti,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252819
252833,2024-01-30,Ministry of Communications,Minister of State for Defence and Tourism Ajay Bhatt visits C-DOT,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252833
252841,2024-01-30,Ministry of Defence,"ALL INDIA OPEN SELECTION FOR INDUCTION OF YOUNG BOYS IN THE ARMY BOYS SPORTS COMPANY, MEG & CENTRE BANGALORE FROM 05 TO 08 FEB 2024 IN BOXING, HOCKEY, SAILING & SWIMMING DISCIPLINES",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252841
252857,2024-01-30,Ministry of Commerce & Industry,PM GatiShakti Summit: ‘Towards Logistics Efficiency and Integrated Infrastructure Planning’ organized by FICCI and DPIIT,robotics,1,1,robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252857
252861,2024-01-30,Ministry of Women and Child Development,Ministry of Women & Child Development and Ministry of Labour & Employment jointly organised an event titled “????? ???? ????? ???? - Women in the Workforce for Viksit Bharat” in New Delhi today,compute,1,1,compute,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252861
252869,2024-01-31,Ministry of Finance,"PFRDA invites bids for selection of System Integrator (SI) for design, development, implementation and maintenance of PFRDA-TRACE (Tracking Reporting Analytics & Compliance E-Platform)",analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252869
252872,2024-01-31,President's Secretariat,ADDRESS BY THE HON’BLE PRESIDENT OF India Smt. Droupadi Murmu to Parliament,artificial intelligence,0,2,artificial intelligence | Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252872
252879,2024-01-31,"Ministry of Personnel, Public Grievances & Pensions",India-Singapore committed to strengthening cooperation in the field of Personnel Management and Public Administration,AI,0,2,AI | ML,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252879
252897,2024-01-31,Ministry of Human Resource Development,1st India-Finland High Level Dialogue held today,AI,0,2,AI | innovation network,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252897
252905,2024-02-01,Ministry of Coal,"Union Minister of Coal, Mines and Parliamentary Affairs, Shri Pralhad Joshi inaugurate three CSR initiatives of Coal India Limited",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252905
252954,2024-02-01,Ministry of Heavy Industries & Public Enterprises,"Government announces an ambitious plan to bolster the electric vehicle (EV) ecosystem,",Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252954
252965,2024-02-01,Ministry of Shipping,Shri Sarbananda Sonowal launches Maritime Single Window and MMD Modules in SagarSetu (NLP-Marine),AI,0,5,AI | ML | smart | analytics | digital twins,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252965
252979,2024-02-01,Ministry of Human Resource Development,Shri Dharmendra Pradhan lauds Interim Budget 2024-25 as stepping stone to make India a developed country by 2047,AI,0,3,AI | artificial intelligence | ioe,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252979
252987,2024-02-02,Ministry of Commerce & Industry,PM GatiShakti utilized for three new major railway corridors announced under Interim Budget 2024-25,AI,0,4,AI | predictive | analytics | big data,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=252987
253004,2024-02-02,Ministry of Defence,HIJACKING OF VESSELS BY PIRATES,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253004
253011,2024-02-02,Ministry of Law & Justice,Promotion of Hindi in Higher Courts,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253011
253023,2024-02-02,"Ministry of Personnel, Public Grievances & Pensions",9th edition of ‘Secretariat Reforms’ monthly report for December 2023 released,analytics,0,2,analytics | delayering,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253023
253037,2024-02-02,Ministry of Heavy Industries & Public Enterprises,Sale of Electric Vehicles registers a growth of 49.25 percent during 2023,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253037
253044,2024-02-02,Ministry of Agriculture & Farmers Welfare,Use of AI to tackle problems in agriculture,AI,0,20,AI | artificial intelligence | chatbot | analytics | machine learning | pest surveillance | healthier crops | produce due | issues enabling timely | enabling timely intervention | crop health assessment | supports multiple | assessment and crop | satellite weather | satellite weather soil | issues enabling | address various challenges | field photographs | initiatives are given | crop health monitoring,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253044
253045,2024-02-02,Ministry of Agriculture & Farmers Welfare,Schemes for Welfare of Farmers,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253045
253079,2024-02-03,Ministry of Electronics & IT,Minister Rajeev Chandrasekhar Inaugurates Digital India FutureLABS at IIIT in New Delhi,AI,0,3,AI | big data | compute,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=253079
