relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
256132,2024-06-14,Prime Minister's Office,Prime Minister’s meeting with Prime Minister of Italy on the sidelines of the G7 Summit,AI,0,seed,
256172,2024-06-17,Ministry of Communications,DoT takes action against Electricity KYC Update Scam,AI,0,seed,
256193,2024-06-18,"Ministry of Consumer Affairs, Food & Public Distribution",Department of Consumer Affairs participates in interactive session on “dark patterns and strategies to implement the guidelines” to raise awareness,AI,0,seed,
256197,2024-06-18,"Ministry of Personnel, Public Grievances & Pensions","PM Kisan scheme marks continuity of Modi’s conviction, commitment: Dr. Jitendra Singh",AI,0,seed,
256229,2024-06-19,Ministry of Electronics & IT,CERT-In and Mastercard India sign MoU for collaboration in cyber security to enhance India’s cyber-resilience in Financial Sector,AI,0,seed,
256273,2024-06-20,Ministry of Road Transport & Highways,NHAI Signs MoU with IIIT Delhi to Enhance Road Safety by deploying Artificial Intelligence,AI,0,seed,
256286,2024-06-20,Ministry of Communications,DoT held 1st Networking Event of Sangam-Digital Twin Initiative at IIT Delhi,AI,0,seed,
256343,2024-06-21,Ministry of Science & Technology,"India to have a robust National Research Foundation (Anusadhan NRF) which, once fully functional, will be huge transformation in research and development, also to act as a bridge for integration of public and private sector including industry and academia, says Union Minister Dr. Jitendra Singh",AI,0,seed,
256348,2024-06-21,Ministry of Science & Technology,AI enabled Yoga mat that can guide Yoga performers presented to Union Council of Ministers,AI,0,seed,
256371,2024-06-22,"Ministry of Personnel, Public Grievances & Pensions","“India today excels in most of the global benchmarks. In some areas it is at par with other big nations, whereas in some other areas it's even ahead of them.” says Union Minister Dr. Jitendra Singh",AI,0,seed,
256383,2024-06-22,Ministry of Electronics & IT,"SAMEER, MeitY and MCTE, Indian Army forge strategic partnership for technological advancement",AI,0,seed,
256384,2024-06-22,Ministry of Defence,"SAMEER, MeitY AND MCTE, INDIAN ARMY FORGE STRATEGIC PARTNERSHIP FOR TECHNOLOGICAL ADVANCEMENT",AI,0,seed,
256423,2024-06-25,"Ministry of Consumer Affairs, Food & Public Distribution",Centre accords top priority to the welfare of farmers and safeguarding interest of consumers as well as the industry: Shri Pralhad Joshi,AI,0,seed,
256431,2024-06-25,"Ministry of Micro,Small & Medium Enterprises",Shri Jitan Ram Manjhi to preside over ‘Udyami Bharat - MSME Day event on 27th June 2024,AI,0,seed,
256432,2024-06-25,Ministry of Housing and Urban Poverty Alleviation,"MoHUA celebrates Transformative Milestones in Urban Development on the 9th Anniversary of AMRUT, Smart Cities Mission, and PMAY-U",AI,0,seed,
256442,2024-06-25,Office of Principal Scientific Advisor to GoI,Principal Scientific Adviser to GoI Inaugurates Quantum Security Research Lab on 23rd Foundation Day of Society for Electronic Transactions and Security in Chennai,AI,0,seed,
256471,2024-06-27,"Ministry of Personnel, Public Grievances & Pensions","5th Capacity Building program on Public Policy and Governance for Civil Servants of the Kingdom of Cambodia commences at National Centre for Good Governance, Mussoorie",AI,0,seed,
256570,2024-07-01,Ministry of Electronics & IT,"Global IndiaAI Summit 2024 being organized with a commitment to advance responsible development, deployment and adoption of AI in the country",AI,0,seed,
256597,2024-07-02,Ministry of Electronics & IT,Shri Ashwini Vaishnaw to inaugurate the Global IndiaAI Summit 2024,AI,0,seed,
256629,2024-07-03,Ministry of Defence,TDF scheme playing a crucial role in promoting ‘Aatmanirbharta’ in defence; Start-ups & MSMEs being encouraged to enhance capabilities in cutting-edge technology,AI,0,seed,
256640,2024-07-03,Ministry of Electronics & IT,Two days’ Global INDIAai Summit 2024 kickstarted today at New Delhi,AI,0,seed,
256642,2024-07-03,Ministry of Electronics & IT,6th meeting of the GPAI Ministerial Council held on 3rd July 2024 at New Delhi,AI,0,seed,
256644,2024-07-04,Ministry of Science & Technology,Union Minister Dr. Jitendra Singh announces results of Australia-India Strategic Research Fund,AI,0,seed,
256646,2024-07-04,Prime Minister's Office,PM Modi’s remarks at the SCO summit,AI,0,seed,
256663,2024-07-04,Prime Minister's Office,PM Modi’s remarks at the Meeting of the SCO Council of Heads of States,AI,0,seed,
256667,2024-07-04,Ministry of Electronics & IT,Two days’ Global INDIAai Summit 2024 concludes,AI,0,seed,
256691,2024-07-05,Ministry of Communications,DoT prepares for 5G and 6G Technologies Hackathon and WTSA outreach sessions,AI,0,seed,
256716,2024-07-06,Vice President's Secretariat,"Text of Vice-President's address at 12th Convocation of Indian Institute of Space Science and Technology (IIST), Thiruvananthapuram",AI,0,seed,
256806,2024-07-10,Ministry of Communications,DoT organises workshop on ‘Transforming Rural Landscapes: Designing 5G Intelligent Villages’,AI,0,seed,
256814,2024-07-10,Ministry of Science & Technology,"A delegation of U.S.-India Business Council (USIBC) led by Edward Knight, Executive Vice Chairman, called on Union Minister Dr. Jitendra Singh",AI,0,seed,
256848,2024-07-11,Ministry of Commerce & Industry,GeM records 136 percent quarter-on-quarter growth over last year's Gross Merchandise Value,AI,0,seed,
256878,2024-07-12,Vice President's Secretariat,Concept of Viksit Bharat is not just a goal but a sacred mission – Vice-President,AI,0,seed,
256894,2024-07-12,Ministry of Communications,DoT successfully concludes networking events under Sangam-Digital Twin Initiative,AI,0,seed,
256914,2024-07-13,Prime Minister's Office,"PM inaugurates Indian Newspaper Society (INS) Towers in Mumbai, Maharashtra",AI,0,seed,
256916,2024-07-13,Prime Minister's Office,English rendering of PM’s address at inauguration of Indian Newspapers Society Towers in Mumbai,AI,0,seed,
256952,2024-07-15,Ministry of Agriculture & Farmers Welfare,Union Minister Shri Shivraj Singh Chouhan to inaugurate 96<sup>th</sup> ICAR Foundation and Technology Day tomorrow,AI,0,seed,
256984,2024-07-16,Ministry of Electronics & IT,Common Services Centres Special Purpose Vehicle completes 15 glorious years of its establishment,AI,0,seed,
256989,2024-07-17,Ministry of Science & Technology,"Union Minister Dr Jitendra Singh addresses American Chamber of India ‘Healthcare Summit’; emphasises use of latest technology for accessible, affordable healthcare",AI,0,seed,
257034,2024-07-19,Ministry of Communications,Union Minister Shri Jyotiraditya M. Scindia releases ‘The Future is Now’ as the theme for India Mobile Congress 2024,AI,0,seed,
257035,2024-07-19,Ministry of Mines,Mines Ministry to Organise Mineral Exploration Hackathon and Critical Mineral Roadshow in Hyderabad Tomorrow,AI,0,seed,
257088,2024-07-20,Ministry of Mines,"Union Minister of Coal and Mines, Shri G. Kishan Reddy Launches Mineral Exploration Hackathon and National DMF Portal in Hyderabad",AI,0,seed,
257127,2024-07-22,Ministry of Finance,"ADOPTING BUILDING INFORMATION MODELLING (BIM) TO REDUCE PROJECT DELAYS, CONSTRUCTION COSTS AND SYSTEMIC INEFFICIENCIES: ECONOMIC SURVEY 2023-24",AI,0,seed,
257153,2024-07-22,Ministry of Finance,INDIAN ECONOMY NEEDS TO GENERATE NEARLY 78.5 LAKH JOBS ANNUALLY IN THE NON-FARM SECTOR UNTIL 2030 TO CATER TO THE RISING WORKFORCE,AI,0,seed,
257156,2024-07-22,Ministry of Finance,"PREFACE OF ECONOMIC SURVEY 2023-24 CALLS FOR STEERING THE COUNTRY THROUGH MULTIPLE COMPACTS AND CONSENSUS WITH GOVERNMENTS, PRIVATE SECTOR AND ACADMIA",AI,0,seed,
257157,2024-07-22,Ministry of Finance,ECONOMIC SURVEY CONSERVATIVELY PROJECTS A REAL GDP GROWTH OF 6.5–7 PER CENT IN FY25,AI,0,seed,
257161,2024-07-22,Ministry of Skill Development and Entrepreneurship,SKILL INDIA DIGITAL AND TO IMPROVE EMPLOYABILITY OF YOUTH,AI,0,seed,
257165,2024-07-22,Ministry of Skill Development and Entrepreneurship,SKILL DEVELOPMENT PROGRAMME IN SCHOOL,AI,0,seed,
257168,2024-07-22,Ministry of Skill Development and Entrepreneurship,SKILL INDIA CENTRES IN TIER-III CITIES,AI,0,seed,
257295,2024-07-23,Ministry of Human Resource Development,Shri Dharmendra Pradhan hails Budget 2024-25 as pivotal milestone on India's path to becoming a developed nation by 2047,AI,0,seed,
257339,2024-07-24,"Ministry of Fisheries, Animal Husbandry & Dairying",Latest practices and techniques in Animal Husbandry,AI,0,seed,
257340,2024-07-24,Ministry of Coal,R&D in Coal Technologies,AI,0,seed,
257345,2024-07-24,Ministry of Science & Technology,National Brain Research Centre Celebrates World Brain Day with Neuroscience Outreach Initiatives,AI,0,seed,
257367,2024-07-24,Ministry of Electronics & IT,Government taking measures to ensure safe and trusted Artificial Intelligence,AI,0,seed,
257369,2024-07-24,Ministry of Electronics & IT,More than 18.56 lakh candidates signed-up on ‘FutureSkills PRIME’ for Re-skilling/Up-skilling of IT Manpower,AI,0,seed,
257484,2024-07-25,Ministry of Culture,NATIONAL MISSION FOR MANUSCRIPTS,AI,0,seed,
257488,2024-07-25,Ministry of Skill Development and Entrepreneurship,"Model Skill Loan Scheme is reform, liberalisation which was demand of the public, says MoS (I/C), Ministry of Skill Development & Entrepreneurship and MoS, Ministry of Education, Shri Jayant Choudhary",AI,0,seed,
257530,2024-07-26,NITI Aayog,PM to Chair 9th Governing Council Meeting of NITI Aayog to Propel ‘Viksit Bharat@2047’ Vision,AI,0,seed,
257538,2024-07-26,Ministry of Commerce & Industry,Government undertakes various e?orts to promote and support startups,AI,0,seed,
257556,2024-07-26,Ministry of Agriculture & Farmers Welfare,Use of Space Technology in Agricultural Sector,AI,0,seed,
257588,2024-07-27,Ministry of Labour & Employment,G20 Labour and Employment Ministers’ meeting finalizes the text of Labour and Employment track.,AI,0,seed,
257598,2024-07-28,Prime Minister's Office,English rendering of PM’s address in the 112th Episode of ‘Mann Ki Baat’ on 28.07.2024,AI,0,seed,
257624,2024-07-29,Ministry of Skill Development and Entrepreneurship,BUDGET ALLOCATION FOR ENTREPRENEURSHIP AND SKILL DEVELOPMENT PROGRAMME,AI,0,seed,
257625,2024-07-29,Ministry of Skill Development and Entrepreneurship,Online short term training was imparted through eskill India portal and long term training through Bharat skill portal,AI,0,seed,
257628,2024-07-29,Ministry of Skill Development and Entrepreneurship,Government initiatives to promote startups across the country,AI,0,seed,
257633,2024-07-29,Ministry of Skill Development and Entrepreneurship,Government has taken various initiatives to promote entrepreneurship across various sections of the society including Scheduled Castes and Scheduled Tribes across the Country,AI,0,seed,
257683,2024-07-29,Ministry of Human Resource Development,SATHEE - A Coaching Portal,AI,0,seed,
257703,2024-07-29,Ministry of Communications,DoT co-hosts Defence Sector ICT Conclave,AI,0,seed,
257761,2024-07-30,Ministry of Tribal Affairs,NTRI organizes Workshop to equip Tribal Youth with Cutting-Edge Skills for a Brighter Tomorrow,AI,0,seed,
257809,2024-07-31,Ministry of Skill Development and Entrepreneurship,"Skill India Digital Hub is a digital platform to synergize India's skill development, education, employment and entrepreneurship landscape",AI,0,seed,
257811,2024-07-31,Ministry of Skill Development and Entrepreneurship,Ministry of Skill Development and Entrepreneurship through its various schemes coordinates all skill development efforts across the country,AI,0,seed,
257838,2024-07-31,Ministry of Electronics & IT,Government of India committed towards preventing dissemination of misinformation including deep fakes on Internet,AI,0,seed,
257858,2024-07-31,"Ministry of Fisheries, Animal Husbandry & Dairying",Artificial insemination in cattle,AI,0,seed,
257870,2024-07-31,Ministry of Women and Child Development,Government implements a scheme of Cyber Crime Prevention against Women and Children (CCPWC) under Nirbhaya Fund,AI,0,seed,
257916,2024-08-01,Ministry of Culture,DIGITISATION OF RECORDS OF NATIONAL ARCHIVES,AI,0,seed,
258029,2024-08-02,Ministry of Science & Technology,New technology can help fabricate cost-effective & efficient piezoelectric devices for wearable applications,AI,0,seed,
258255,2024-08-06,Ministry of Science & Technology,"“India emerging as world-class cost-effective healthcare destination and global pharma leader”, says Union Minister Dr. Jitendra Singh",AI,0,seed,
258256,2024-08-06,Ministry of Civil Aviation,Union Minister Shri Rammohan Naidu Explores AI-Driven Solutions for Civil Aviation with YouTube and Google,AI,0,seed,
258271,2024-08-07,Ministry of Road Transport & Highways,Smart Traffic Management System,AI,0,seed,
258287,2024-08-07,Ministry of Skill Development and Entrepreneurship,"‘Skill India Digital Hub’ facilitates digital access to skill development, integrating the skilling ecosystem, enhancing employability and entrepreneurship",AI,0,seed,
258290,2024-08-07,Ministry of Skill Development and Entrepreneurship,Initiatives taken by Ministry of Skill Development and Entrepreneurship to promote a supportive entrepreneurship ecosystem,AI,0,seed,
258291,2024-08-07,Ministry of Skill Development and Entrepreneurship,Initiatives to promote skill development training through use of Information Technology,AI,0,seed,
258335,2024-08-07,"Ministry of Personnel, Public Grievances & Pensions","Union Minister Dr. Jitendra Singh highlights Successful Implementation of 10-Step CPGRAMS Reforms, drastically improving grievance redressal efficiency",AI,0,seed,
258361,2024-08-08,Ministry of Law & Justice,Using regional languages in courts,AI,0,seed,
258368,2024-08-08,Ministry of Tribal Affairs,PRESERVATION OF TRIBAL LANGUAGES,AI,0,seed,
